Tipo;Nro;Fecha;OC;RCO;Rut;Direccion;Direccion_alterna;Medio_envio;Job;Condicion_venta;Localizacion;Cod_Impto;Vendedor;Certificados;Puerto_Embarque;Nave;Puerto_Destino;Clausula;Factura;Fecha_factura
O;1635;2015-4-17;GEL 16500;;32000800-KC;456 Silver Creek Industrial Drive Tecumseh,ON, N8N 4Y3 CAN;Tecumseh;DHL;USD;30 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;TECUMSEH;CPT;102458;2015-4-20
O;1657;2015-4-27;GEL 4600004159;;32002802-7C;AV. PRODUCCION NACIONAL 188 CHORRILLOS LIMA PERU RUC 20417378911;LIMA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO;FOB;103192;2015-10-14
O;1672;2015-5-11;GEL 517444;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;Baltimore;FOB;102881;2015-7-31
O;1674;2015-5-11;GEL P343825;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FOB;102965;2015-8-20
O;1681;2015-5-15;GEL PO241/15;;35000803-9C;Room 1201, 12th Floor,Building 2,1126-LI-AN ROAD, Minhang District,SHANGHAI 201199;SHANGHAI 201199  USCC  913101126762546417;Aéreo;USD;90 días Fecha Factura;;IVA_EXE;13;Análisis S.;;;SHANGHAI;CIF;102600;2015-5-25
O;1699;2015-5-28;GEL 4502413173;;32000701-1C;SAO BERNARDO DO CAMPO, SP RODOVIA ANCHIETA, KM 14, RUDGE RAMOS;RUDGE RAMOS;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;Santos;CFR;102821;2015-7-13
O;1709;2015-6-5;GEL 239;;32001402-6C;Benjamin Carrión E9-194 y Alfredo Luna Tobar Lotización La Armenia / Valle de los Chillos;QUITO;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;13;Análisis S.;;;ECUADOR;CIF;102683;2015-6-11
O;1720;2015-6-19;GEL 316;;33002405-4C;Darwin, No. 68, Despacho 1301, Col.Anzures C.P. 11590;Ciudad de México;DHL;USD;60 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;MANZANILLO;CIP;102730;2015-6-24
O;1723;2015-6-23;GEL A6301;;34501601-5C;6299 ROUTE 9N;ROUTE 9N;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;New York;CIF;102882;2015-7-31
O;1725;2015-6-23;GEL 4600189280;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;NEW YORK;;102813;2015-7-10
O;1730;2015-7-2;GEL AS-02/15;;35003401-3C;Nº 44, THALAWATHUGODA ROAD,;PITAKOTTE;Marítimo;USD;TT IN ADVANCE NO USAR;;IVA_EXE;13;Análisis S.;;;SRI LANKA;CFR;102820;2015-7-13
O;1737;2015-7-13;GEL 150706;;34501606-6C;631 MOOSEHEAD TRAIL;WALDO;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;ST LOUIS;FOB;103009;2015-8-31
O;1746;2015-7-23;GEL SHS-10102-2;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;Terrestre;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FOB;102903;2015-8-5
O;1759;2015-8-3;GEL 7402;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;Terrestre;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;SAO PAULO;FOB;102987;2015-8-26
O;1761;2015-8-5;GEL 150001;;36001935-7C;222 RUE MUCHAEL CARRE;CARRE;Aéreo;USD;60 días Fecha Factura;;IVA_EXE;19;Análisis S.;;;London Heasthrow;DAP;102904;2015-8-6
O;1779;2015-8-20;GEL 316;;36500201-0C;ROUTE BOUSMAIL LOTS BELHAOU ANE N 24 KOLEA TIPAZA ALGERIE;ALGERIE;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;ALGER PORT;CIF;103131;2015-9-30
O;1787;2015-8-28;GEL 15/1230/JFS;;35000203-0C;ABT Building 2nd floor, Al bustan District 31952 AL KHOBAR;;Aéreo;USD;60 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;JEDDAH;CFR;103033;2015-9-4
O;1794;2015-9-11;GEL PO248/15;;35000803-9C;Room 1201, 12th Floor,Building 2,1126-LI-AN ROAD, Minhang District,SHANGHAI 201199;SHANGHAI 201199  USCC  913101126762546417;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;SHANGHAI;CIF;103104;2015-9-25
O;1795;2015-9-11;GEL PO249/15;;35003702-0C;1F, NO.255, SEC 1,YUAN SHUI RD,YUANLIN, CHUNG HUA HSIEN, TAIWAN;Taiwan;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;KAOHSIUNG, TAIWAN;CIF;103123;2015-9-29
O;1797;2015-9-14;GEL 7533;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;Terrestre;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;SAO PAULO;FOB;103127;2015-9-30
O;1799;2015-9-15;GEL 001-15;;32002804-3C;Av. Emancipacion 343 Int.119;Lima;Aéreo;USD;Contado;;IVA_EXE;14;Análisis S.;;;PERU;CPT;103074;2015-9-16
O;1805;2015-9-17;GEL 2015002409;;32000601-5C;AV. MARIO MERCADO No.100, Zoma Llojeta La Paz- Bolivia NIT 1020493029;Bolivia;Aéreo;USD;30 días Fecha Factura;;IVA_EXE;14;Análisis S. L.;;;LA PAZ, BOLIVIA;CPT;103117;2015-9-28
O;1807;2015-9-17;GEL 4501233082;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;Terrestre;CLP;60 días Fecha Factura;;IVA;1;Análisis;;;PARGUA;EXW;;
O;1818;2015-10-2;GEL 2015/000394;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO, PERU;FOB;103218;2015-10-20
O;1820;2015-10-2;GEL 2015/00395;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO, PERU;FOB;103247;2015-10-27
O;1824;2015-10-6;GEL 7628;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;Terrestre;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;SAO PAULO, BRASIL;FOB;103260;2015-10-29
O;1825;2015-10-6;GEL GELY-08-15;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;GUAYAQUIL, ECUADOR;CIF;103263;2015-10-30
O;601173;2025-4-1;GEL PF773;;36001606-4C;"CALLE ""E"",SECTOR""C"", PI ZONA FRANCA VAT :N5121065F";ZONA FRANCA;Marítimo;EUR;Cash Against Documents;;IVA_EXE;26;Análisis S.;;;ESPAÑA;DAP;;
O;601188;2025-5-15;GEL 2025-05-02;;36001606-4C;"CALLE ""E"",SECTOR""C"", PI ZONA FRANCA VAT :N5121065F";ZONA FRANCA;Marítimo;EUR;Cash Against Documents;;IVA_EXE;26;Análisis S.;;;ESPAÑA;DAP;;
O;601190;2025-6-1;GEL 2025-06-01;;36001606-4C;"CALLE ""E"",SECTOR""C"", PI ZONA FRANCA VAT :N5121065F";ZONA FRANCA;Marítimo;EUR;Cash Against Documents;;IVA_EXE;26;Análisis S.;;;ESPAÑA;DAP;;
O;601210;2025-8-29;GEL 2025-09-02;;36001606-4C;"CALLE ""E"",SECTOR""C"", PI ZONA FRANCA VAT :N5121065F";ZONA FRANCA;Marítimo;EUR;Cash Against Documents;;IVA_EXE;26;Análisis S.;;;ESPAÑA;DAP;;
O;601215;2025-10-20;GEL 2025-11-01;;36001606-4C;"CALLE ""E"",SECTOR""C"", PI ZONA FRANCA VAT :N5121065F";ZONA FRANCA;Marítimo;EUR;Cash Against Documents;;IVA_EXE;26;Análisis S.;;;ESPAÑA;DAP;;
O;601219;2025-9-29;GEL 2025-10-01;;36001606-4C;"CALLE ""E"",SECTOR""C"", PI ZONA FRANCA VAT :N5121065F";ZONA FRANCA;Marítimo;EUR;Cash Against Documents;;IVA_EXE;26;Análisis S.;;;ESPAÑA;DAP;;
O;1829;2015-10-8;GEL 15/1397/JFS;;35000203-0C;ABT Building 2nd floor, Al bustan District 31952 AL KHOBAR;;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;JEDDAH SEA PORT;CIF;103241;2015-10-27
O;1830;2015-10-15;GEL IE1854/15;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Marítimo;USD;360 days;;IVA_EXE;3;Análisis S.;;;PARANAGUA;FOB;103252;2015-10-28
O;1831;2015-10-15;GEL IE1853/15;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Terrestre;USD;360 days;;IVA_EXE;3;Análisis S.;;;PARANAGUA;FOB;103251;2015-10-28
O;1832;2015-10-15;GEL IE1855/15;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Terrestre;USD;360 days;;IVA_EXE;3;Análisis S.;;;PARANAGUA;FOB;103297;2015-11-9
O;1838;2015-10-19;GEL 333;;33002405-4C;Darwin, No. 68, Despacho 1301, Col.Anzures C.P. 11590;Ciudad de México;Aéreo;USD;60 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;CIUDAD DE MEXICO;;103213;2015-10-19
O;1847;2015-10-23;GEL 0006;;32001003-9C;Carrera 48 C # 100 Sur 72 -La Estrella - Atioquia;Atioquia;DHL;USD;30 días Fecha Factura;;IVA_EXE;20;Análisis S.;;;COLOMBIA;EXW;103265;2015-10-30
O;1854;2015-10-27;GEL SHS-10290-0;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;Terrestre;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FOB;103330;2015-11-18
O;1855;2015-10-28;GEL 7100001078;;32000702-KC;RUA RODOLFO HUFENUSSLER, 755 CAIXA;CEP 89251-901;Terrestre;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;JARAGUA DO SUL;EXW;103515;2015-12-30
O;1870;2015-11-10;GEL 7776;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;SAO PAULO;FOB;103380;2015-11-27
O;1875;2015-11-13;GEL PO-ECO-009453;;35002403-4C;LOT 11,SECTION 5,FASA 2B,PULAU INDAH INDUSTRIAL PARK, JALAN SUNGAI PINANG 4/2 42920 P. I. SELANGOR;SELANGOR;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;20;Análisis S.;;;MALAYSIA;CIF;103365;2015-11-25
O;1878;2015-11-18;GEL SHS-10310-1;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;Terrestre;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FOB;103456;2015-12-11
O;1882;2015-11-23;GEL 2015/3;;35001701-1C;VAT # 511256737 3, ELIAHU EITAN STREET, IND, ZONE;RISHON LEZION 75703;Marítimo;USD;120 Días Fecha Factura;;IVA_EXE;6;Análisis S.S.;;;Ashdod, Israel;CIF;103468;2015-12-16
O;1895;2015-12-3;GEL4600194392-1;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;HALIFAX;FOB;103722;2016-2-17
O;1904;2015-12-22;GEL 8774 y 8607;;32001005-5C;Carrera 50 No. 97 A sur 392, zona Industria Sierra Morena  La Estrella, Antioquia, Colombia;Medellín;Marítimo;USD;75 días Fecha Factura NO USAR;;IVA_EXE;20;Análisis S.;;;BUENAVENTURA, COLOMBIA;FOB;103572;2016-1-18
O;1906;2015-12-22;GEL P345030;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES, ARGNETINA;FOB;103761;2016-2-26
O;1909;2015-12-23;GEL IE2391/15;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Marítimo;USD;360 days;;IVA_EXE;3;Análisis S.;;;PARANAGUA;FOB;103886;2016-3-28
O;1910;2015-12-23;GEL IE2392/15;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Marítimo;USD;360 days;;IVA_EXE;3;Análisis S.;;;PARANAGUA;FOB;104126;2016-5-23
O;1913;2015-12-28;GEL SHS-10349-0;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;Terrestre;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FCA;103696;2016-2-10
O;1918;2015-12-31;GEL LA046/15;;32000601-5C;AV. MARIO MERCADO No.100, Zoma Llojeta La Paz- Bolivia NIT 1020493029;Bolivia;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;LA PAZ, BOLIVIA;FOB;103607;2016-1-25
O;1919;2015-12-31;GEL 7969;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;Terrestre;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;SAO PAULO, BRASIL;FOB;103618;2016-1-27
O;1925;2016-1-11;GEL GELY-01-16;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;Aéreo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;QUITO, ECUADOR;FOB;103588;2016-1-20
O;1932;2016-1-12;GEL 16/0039/JFS;;35000203-0C;ABT Building 2nd floor, Al bustan District 31952 AL KHOBAR;;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;JEDDAH SEAPORT;CIF;103619;2016-1-27
O;1938;2016-1-14;GEL 4600194971-1B;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;HALIFAX;FOB;104127;2016-5-23
O;1955;2016-1-26;GEL 2A088C;;35001802-6C;SHINAGAWA FRONTBLDG., 3 -1 3 KONAN 2-CHOME, MINATO-KU, TOKYO, 108-8216;Tokio;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;13;Análisis S.;;;YOKOHAMA;CFR;103727;2016-2-17
O;1963;2016-1-27;GEL PO254/16;;35000803-9C;Room 1201, 12th Floor,Building 2,1126-LI-AN ROAD, Minhang District,SHANGHAI 201199;SHANGHAI 201199  USCC  913101126762546417;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;SHANGHAI;CIF;103712;2016-2-15
O;1966;2016-1-27;GEL 518514;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;Baltimore;FOB;103770;2016-2-29
O;1967;2016-1-27;GEL LA-001/16;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO,PERU;FOB;103767;2016-2-29
O;1967;2016-1-27;GEL LA-001/16;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO,PERU;FOB;103784;2016-3-2
O;1973;2016-1-28;GEL 9695;;32001005-5C;Carrera 50 No. 97 A sur 392, zona Industria Sierra Morena  La Estrella, Antioquia, Colombia;Medellín;Marítimo;USD;75 días Fecha Factura NO USAR;;IVA_EXE;20;Análisis S.;;;Buenaventura, Colombia;FOB;103763;2016-2-29
O;1974;2016-2-1;GEL 348;;33002405-4C;Darwin, No. 68, Despacho 1301, Col.Anzures C.P. 11590;Ciudad de México;Aéreo;USD;60 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;CIUDAD DE MEXICO;CIP;103647;2016-2-4
O;1990;2016-2-9;GEL 1981;;32003606-2C;11200 NW 25TH ST, SUITE 117;MIAMI;FEDEX;USD;Contado;;IVA;20;Análisis S.;;;Venezuela;FCA;103972;2016-4-13
O;2002;2016-2-19;GEL OC-01142-16;;36001931-4C;Km 26.5 Carretera al Pacifico Paso a Desnivel;Ciudad de Guatemala;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;20;Análisis S.;;;GUATEMALA;CIF;103836;2016-3-15
O;2016;2016-2-26;GEL 518679;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;Baltimore;FOB;103981;2016-4-18
O;2027;2016-3-10;GEL 009-16;;32002802-7C;AV. PRODUCCION NACIONAL 188 CHORRILLOS LIMA PERU RUC 20417378911;LIMA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO;FOB;103897;2016-3-31
O;2028;2016-3-10;GEL 160229;;34501606-6C;631 MOOSEHEAD TRAIL;WALDO;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;ST.LOUIS(MO);FOB;104032;2016-4-29
O;2046;2016-3-23;GEL 4502493579;;32000701-1C;SAO BERNARDO DO CAMPO, SP RODOVIA ANCHIETA, KM 14, RUDGE RAMOS;RUDGE RAMOS;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;SANTOS;CFR;103894;2016-3-31
O;2048;2016-3-24;GEL 4501294788;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;Terrestre;CLP;60 días Fecha Factura;;IVA;1;Análisis S.;;;PARGUA;EXW;;
O;2052;2016-3-28;GEL 2016/00118;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO;CIF;104455;2016-8-12
O;2061;2016-4-4;GEL 2016GEL001;;36001944-6c;Villejuif Biopark 1 Mail du Georges Mathé;Villejuif;Aéreo;EUR;30 días Fecha Factura;;IVA_EXE;19;Análisis S.;SANTIAGO-CHILE;FEDEX;VILLEJUIF-FRANCE;DAP;103931;2016-4-7
O;2068;2016-4-12;GEL 353;;33002405-4C;Darwin, No. 68, Despacho 1301, Col.Anzures C.P. 11590;Ciudad de México;Aéreo;USD;60 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;CIUDAD DE MEXICO;CIP;;
O;2070;2016-4-14;GEL 6604  02;;36002800-3C;JOAN MARGALL, 1.  08775 CASTELLBISBAL BARCELONA;CASTELLBISBAL BARCELONA;Aéreo;USD;Payment in Advance;;IVA_EXE;7;Análisis S.;;;Beirut;CIP;103994;2016-4-20
O;2075;2016-4-15;GEL 2016/00185;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;Aéreo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;LIMA;FOB;104021;2016-4-27
O;2083;2016-4-19;GEL P345622;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES, ARGNETINA;FOB;104249;2016-6-22
O;2084;2016-4-22;GEL 18051;;32000800-KC;456 Silver Creek Industrial Drive Tecumseh,ON, N8N 4Y3 CAN;Tecumseh;DHL;USD;30 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;TECUMSEH;CPT;104007;2016-4-25
O;2101;2016-5-5;GEL 8311;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;Terrestre;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;SAO PAULO;FOB;104122;2016-5-20
O;2101;2016-5-5;GEL 8311;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;Terrestre;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;SAO PAULO;FOB;104156;2016-5-31
O;2105;2016-5-12;GEL 519039;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BALTIMORE;FOB;104273;2016-6-30
O;2107;2016-5-16;GEL 365;;33002405-4C;Darwin, No. 68, Despacho 1301, Col.Anzures C.P. 11590;Ciudad de México;Aéreo;USD;60 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;MANZANILLO;CPT;;
O;2113;2016-5-16;GEL 2016.0673.01;;36004703-2C;PAZARLAMA TURIZM DE DIS TICARET A.S. SERIFALI MAH. BEYIT SOK. NO: 54 34775 UMRANIYE/ISTAN;ISTANBUL;Marítimo;USD;Contado;;IVA_EXE;6;Análisis S.;;;Istanbul, Turkey;CIF;104285;2016-6-30
O;2133;2016-6-8;GEL 160602;;34501606-6C;631 MOOSEHEAD TRAIL;WALDO;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;ST LOUIS,MO USA;FOB;104280;2016-6-30
O;2135;2016-6-8;GEL oc-001495-2;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;Terrestre;USD;150 dias Fecha Factura;;IVA_EXE;2;Análisis S.;;;BS AS.ARGENTINA;FOB;104294;2016-7-4
O;2139;2016-6-14;GEL 7100042267;;34501611-2C;810 S Cincinnati Avenue 4th Floor, Tulsa OK-74119 TAX ID: 22-3514823;Tulsa;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;NEWARK;FOB;104373;2016-7-25
O;2140;2016-6-15;GEL 2Y010C;;35001802-6C;SHINAGAWA FRONTBLDG., 3 -1 3 KONAN 2-CHOME, MINATO-KU, TOKYO, 108-8216;Tokio;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;13;Análisis S.;;;KOBE-JAPAN;CFR;104345;2016-7-14
O;2141;2016-6-15;GEL PO258/16;;35000803-9C;Room 1201, 12th Floor,Building 2,1126-LI-AN ROAD, Minhang District,SHANGHAI 201199;SHANGHAI 201199  USCC  913101126762546417;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;SHANGHAI, CHINA;CIF;104274;2016-6-30
O;2144;2016-6-21;GEL IE1159/16;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Marítimo;USD;360 days;;IVA_EXE;3;Análisis S.;;;ARANAGUA, BRASIL;FOB;104284;2016-6-30
O;2147;2016-6-22;GEL IE1162/16;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Marítimo;USD;360 days;;IVA_EXE;3;Análisis S.;;;PARANAGUA, BRASIL;FOB;104715;2016-10-13
O;2153;2016-6-24;GEL 351;;35001601-5C;153,Ghaem Magham Farahani Ave, Suite No.3;Tehran;Marítimo;EUR;30 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;BANDAR ABBAS PORT;FOB;104487;2016-8-26
O;2153;2016-6-24;GEL 351;;35001601-5C;153,Ghaem Magham Farahani Ave, Suite No.3;Tehran;Marítimo;EUR;30 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;BANDAR ABBAS PORT;FOB;104847;2016-11-8
O;2155;2016-7-1;GEL LA-020-15;;32001404-2C;AV. MALDONADO S28-35(SECTOR GUAJALO);QUITO;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;GUAYAQUIL;CFR;104329;2016-7-12
O;2168;2016-7-8;GEL PO259/16;;35000803-9C;Room 1201, 12th Floor,Building 2,1126-LI-AN ROAD, Minhang District,SHANGHAI 201199;SHANGHAI 201199  USCC  913101126762546417;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;SHANGHAI;FOB;104387;2016-7-28
O;2172;2016-7-8;GEL 519307;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BALTIMORE;FOB;104658;2016-9-30
O;2198;2016-7-28;GEL 160727;;34501606-6C;631 MOOSEHEAD TRAIL;WALDO;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;ST. LOUIS;FOB;104617;2016-9-22
O;2203;2016-8-1;GEL IE 1606I16;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Marítimo;USD;360 days;;IVA_EXE;3;Análisis S.;;;PARANAGUA;FOB;104523;2016-9-5
O;2205;2016-8-1;GEL IE 1608I16;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Marítimo;USD;360 days;;IVA_EXE;3;Análisis S.;;;PARANAGUA;FOB;104714;2016-10-13
O;2207;2016-8-2;GEL 15766;;32001005-5C;Carrera 50 No. 97 A sur 392, zona Industria Sierra Morena  La Estrella, Antioquia, Colombia;Medellín;Marítimo;USD;75 días Fecha Factura NO USAR;;IVA_EXE;14;Análisis S.;;;BUENAVENTURA, COLOMBIA;FOB;104502;2016-8-30
O;2211;2016-8-5;GEL 8700;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;Terrestre;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;SAO PAULO;FOB;104488;2016-8-26
O;2215;2016-8-17;GEL 2016I00421;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO;FOB;104551;2016-9-8
O;2217;2016-8-23;GEL 7100001379;;32000702-KC;RUA RODOLFO HUFENUSSLER, 755 CAIXA;CEP 89251-901;Terrestre;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;JARAGUA DO SUL , BRAZIL;FCA;105068;2017-1-6
