Tipo;Nro;Fecha;OC;RCO;Rut;Direccion;Direccion_alterna;Job;Condicion_venta;Localizacion;Cod_Impto;Vendedor;Certificados;Puerto_Embarque;Nave;Puerto_Destino;Clausula;Factura;Fecha_factura;EstadoOV;ETD_OV;ETA_OV;MedioDeEnvioFact;GtoAdicFlete
OV;13104;2022-6-28;GEL 2022 0602;;32002200-2C;33 Calle carretera hacia el Polvorin Pqe.Iindustrial los Delfines Bodega # 8  portón # 2;San Pedro Sula;USD;Contado;;IVA_EXE;37;Análisis S.;;;;DAP;1015367;2022-7-20;Cerrada;2022-07-25 00:00:00;2022-07-29 00:00:00;DHL;
OV;13121;2022-9-24;GEL 1196/22;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;USD;120 Días Fecha Factura;;IVA_EXE;3;Análisis S.;;;;FOB;1015629;2022-9-30;Cerrada;;;Terrestre;
OV;13125;2022-11-2;GEL GELY-08-22;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;USD;90 days from BL Date;;IVA_EXE;36;Análisis S.;;;GUAYAQUIL;FOB;1015745;2022-10-28;Cerrada;2022-12-31 00:00:00;2023-01-09 00:00:00;Marítimo;
OV;13140;2022-6-29;GEL 212 / 214;;34501614-7C;150 SE 2ND AVE. SUITE 507 MIAMI,FL. 33131;Miami;EUR;45 days after BILL of Lading date NO USAR;;IVA_EXE;37;;;;;;1015309;2022-6-30;Cerrada;;;Marítimo;
OV;13151;2022-8-28;GEL 024755;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;USD;150 dias Fecha Factura;;IVA_EXE;2;Análisis S.;;;;FCA;1015524;2022-8-30;Cerrada;2022-09-15 00:00:00;2022-09-19 00:00:00;Terrestre;
OV;13177;2022-7-14;GEL QTR 22 0047;;35003201-0C;WEST BAY, MAJLIS AL TAAWON ST., QATAR TOWER 28TH FLOOR OFFICE NO. 2;DOHA;USD;30 days Invoice Date;;IVA;26;Análisis S.;;;;FCA;1015419;2022-7-29;Cerrada;2022-08-12 00:00:00;2022-08-17 00:00:00;Air;
OV;13213;2022-8-18;GEL 2223 06 1;;35001305-9C;VILLAGE FATEHPUR, POST OFFICE MAJRA JATTAN, TEHSIL BALACHAUR DISTT.S.B.S.NAGAR (NAWANSHAHR);PUNJAB;USD;30 days Invoice Date;;IVA_EXE;33;Análisis S.;;;;CIF;1015494;2022-8-22;Cerrada;2022-08-31 00:00:00;2022-10-28 00:00:00;Sea;
OV;13214;2022-8-4;GEL 22205280;;36002510-1C;Via Ariosto 50/60, 20090;Trezzano S/N;USD;45 days Invoice Date;;IVA_EXE;26;Análisis S.;;;;CIF;1015444;2022-8-5;Cerrada;2022-08-26 00:00:00;2022-10-12 00:00:00;Sea;
OV;13260;2022-8-18;GEL 2022/00507;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;USD;90 días Fecha Factura;;IVA_EXE;36;Análisis S.;;;;FCA;1015572;2022-9-20;Cerrada;2022-10-01 00:00:00;2022-10-06 00:00:00;Marítimo;
OV;13261;2022-9-1;GEL A8641;;34501601-5C;6299 ROUTE 9N;ROUTE 9N;USD;60 days Invoice Date;;IVA;3;Análisis S.;;;;FOB;1015955;2022-12-30;Cerrada;2023-02-02 00:00:00;2023-02-17 00:00:00;Sea;
OV;13268;2022-7-21;GEL 625 AEREO;;33002405-4C;Darwin, No. 68, Despacho 1301, Col.Anzures C.P. 11590;Ciudad de México;USD;60 días Fecha Factura;;IVA_EXE;8;Análisis S.;;;;CIP;1015383;2022-7-21;Cerrada;2022-07-28 00:00:00;2022-07-28 00:00:00;Aéreo;
OV;13318;2022-8-6;GEL 18260;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;USD;75 días Fecha Factura NO USAR;;IVA;3;Análisis S.;;;;EXW;1015443;2022-8-5;Cerrada;2022-09-15 00:00:00;2022-09-30 00:00:00;Terrestre;
OV;13320;2022-9-21;GEL 18243;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;USD;75 días Fecha Factura NO USAR;;IVA_EXE;3;Análisis S.;;;;FCA;1015529;2022-8-31;Abierta;2022-09-15 00:00:00;2022-09-30 00:00:00;Terrestre;
OV;13320;2022-9-21;GEL 18243;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;USD;75 días Fecha Factura NO USAR;;IVA_EXE;3;Análisis S.;;;;FCA;1015602;2022-9-27;Abierta;2022-09-15 00:00:00;2022-09-30 00:00:00;Terrestre;
OV;13338;2022-9-3;GEL;;34501606-6C;631 MOOSEHEAD TRAIL;WALDO;USD;30 days Invoice Date;;IVA_EXE;3;Análisis S.;;;;FOB;1015744;2022-10-28;Cerrada;2022-12-25 00:00:00;2023-01-30 00:00:00;Sea;
OV;13345;2022-9-14;GEL 45256990030;;34501621-KC;3 Waterway Square place Suite 1000 The Woodlands, TX 77380;The Woodlands, TX 77380;USD;60 days NO USAR;;IVA_EXE;3;Análisis;;;;FOB;1015619;2022-9-30;Cerrada;2022-10-22 00:00:00;2022-11-22 00:00:00;Sea;
OV;13420;2022-10-15;GEL 388;;35000803-9C;Room 1201, 12th Floor,Building 2,1126-LI-AN ROAD, Minhang District,SHANGHAI 201199;SHANGHAI 201199  USCC  913101126762546417;USD;90 days Invoice Date;;IVA_EXE;33;Análisis S.;;;;CIP;1015586;2022-9-22;Cerrada;2022-10-05 00:00:00;2022-10-09 00:00:00;Air;
OV;13446;2022-8-23;GEL 50303473;;35002406-9C;27TH FLOOR MENARA ZURICH 15, JALAN DATO ABDULLAH TAHIR 80300 JOHOR BAHRU, MALAYSIA;JOHOR BAHRU;USD;90 days Invoice Date;;IVA_EXE;33;Análisis S.;;;;CPT;1015539;2022-9-6;Cerrada;2022-09-16 00:00:00;2022-09-18 00:00:00;Air;5075.000000
OV;13451;2022-8-23;GEL 4525755494;;34501621-KC;3 Waterway Square place Suite 1000 The Woodlands, TX 77380;The Woodlands, TX 77380;USD;60 days NO USAR;;IVA_EXE;3;Análisis S.;;;usa;FOB;1016266;2023-3-31;Cerrada;2023-04-07 00:00:00;2023-05-07 00:00:00;Marítimo;
OV;13489;2022-8-29;GEL 23000080;;34501626-0C;BLOCK D) UNIT 17/B,SHREE UMIYA COMM. COMPLEX, MUMBAI AGRA AND RETI BUNDER RD CORNER,VILL. KALHER,;TALUKA BHIWANDI, D. THANE-421302, MAHARASHTRA;USD;60 days Invoice Date;;IVA_EXE;33;Análisis S.;;;;CIF;1016203;2023-3-16;Cerrada;2023-02-15 00:00:00;2023-04-14 00:00:00;Sea;
OV;13493;2022-8-30;GEL 18258 MUESTRA;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;USD;75 días Fecha Factura NO USAR;;IVA_EXE;3;Análisis S.;;;;FCA;1015535;2022-9-2;Cerrada;2022-09-14 00:00:00;2022-09-29 00:00:00;Terrestre;
OV;13525;2022-9-5;GEL 2341 / 2342;;32000207-9C;Lavalle 1125 Piso 11 (1048) Buenos Aires;Buenos Aires;USD;30 dias Fecha CRT;;IVA_EXE;1;Análisis S.;;;;FCA;1015951;2022-12-29;Cerrada;2023-01-06 00:00:00;2023-01-13 00:00:00;Terrestre;
OV;13529;2022-9-7;GEL 122568;;34501606-6C;631 MOOSEHEAD TRAIL;WALDO;USD;30 days Invoice Date;;IVA;3;Análisis S.;;;;FOB;1015841;2022-11-30;Cerrada;2022-12-25 00:00:00;2023-01-30 00:00:00;Sea;
OV;13568;2022-9-13;GEL 0017;;32001003-9C;Carrera 48 C # 100 Sur 72 -La Estrella - Atioquia;Atioquia;USD;30 días Fecha Factura;;IVA_EXE;37;Análisis S.;;;;FCA;1015691;2022-10-20;Cerrada;2022-10-29 00:00:00;2022-11-13 00:00:00;Marítimo;
OV;13601;2022-9-20;GEL  4502120192;;35003602-4C;500/153 Moo 3 Tambol Tasit, Amphur Pluakdaeng, RAYONG, THAILAND 21140;Rayong;USD;45 days Invoice Date;;IVA_EXE;1;Análisis S.;;;;FOB;1015624;2022-9-30;Cerrada;2022-10-18 00:00:00;2022-12-01 00:00:00;Sea;
OV;13611;2022-9-21;GEL 4525801383;;34501621-KC;3 Waterway Square place Suite 1000 The Woodlands, TX 77380;The Woodlands, TX 77380;USD;60 days NO USAR;;;3;Análisis S.;;;;DAP;1015579;2022-9-21;Cerrada;2022-09-23 00:00:00;2022-09-28 00:00:00;Air;
OV;13614;2022-9-21;GEL 642;;33002405-4C;Darwin, No. 68, Despacho 1301, Col.Anzures C.P. 11590;Ciudad de México;USD;60 días Fecha Factura;;IVA_EXE;8;Análisis S.;;;;CIP;1015640;2022-10-4;Cerrada;2022-10-07 00:00:00;2022-10-07 00:00:00;Aéreo;
OV;13633;2022-9-23;GEL 644;;33002405-4C;Darwin, No. 68, Despacho 1301, Col.Anzures C.P. 11590;Ciudad de México;USD;60 días Fecha Factura;;IVA_EXE;8;Análisis S.;;;;CIP;1015609;2022-9-29;Cerrada;2022-10-05 00:00:00;2022-10-06 00:00:00;Aéreo;
OV;13634;2022-9-23;GEL;;33002405-4C;Darwin, No. 68, Despacho 1301, Col.Anzures C.P. 11590;Ciudad de México;USD;60 días Fecha Factura;;IVA_EXE;8;Análisis S.;;;;CIP;1015676;2022-10-17;Cerrada;2022-10-22 00:00:00;2022-10-22 00:00:00;Aéreo;
OV;13645;2022-9-26;GEL 1783/22;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;USD;90 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;;FCA;1015911;2022-12-19;Cerrada;2022-12-28 00:00:00;2023-01-12 00:00:00;Terrestre;
OV;13657;2022-9-27;GEL 18483;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;USD;75 días Fecha Factura NO USAR;;IVA_EXE;3;Análisis S.;;;SAO PAULO;FCA;1015743;2022-10-28;Cerrada;2022-11-15 00:00:00;2022-11-30 00:00:00;Terrestre;
OV;13659;2022-9-27;GEL 240903;;34501624-4C;9307 E. 56th St;Indianapolis;USD;30 days NO USAR;;IVA_EXE;3;Análisis S.;;;USA;EXW;1015845;2022-11-30;Cerrada;;;Air;
OV;13736;2022-10-11;GEL 18496;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;USD;75 días Fecha Factura NO USAR;;IVA_EXE;3;Análisis S.;;;;FCA;1015928;2022-12-22;Cerrada;;;Terrestre;
OV;13771;2022-10-14;GEL 646;;33002405-4C;Darwin, No. 68, Despacho 1301, Col.Anzures C.P. 11590;Ciudad de México;USD;60 días Fecha Factura;;IVA_EXE;8;Análisis S.;;;CIUDAD DE MEXICO;CIP;1015712;2022-10-25;Cerrada;2022-11-02 00:00:00;2022-11-02 00:00:00;Aéreo;
OV;13772;2022-10-14;GEL 101;;34501626-0C;BLOCK D) UNIT 17/B,SHREE UMIYA COMM. COMPLEX, MUMBAI AGRA AND RETI BUNDER RD CORNER,VILL. KALHER,;TALUKA BHIWANDI, D. THANE-421302, MAHARASHTRA;USD;60 days Invoice Date;;IVA_EXE;33;Análisis S.;;;MUMBAI;CFR;1015686;2022-10-18;Cerrada;2022-11-22 00:00:00;2022-11-27 00:00:00;Air;199.940000
OV;13772;2022-10-14;GEL 101;;34501626-0C;BLOCK D) UNIT 17/B,SHREE UMIYA COMM. COMPLEX, MUMBAI AGRA AND RETI BUNDER RD CORNER,VILL. KALHER,;TALUKA BHIWANDI, D. THANE-421302, MAHARASHTRA;USD;60 days Invoice Date;;IVA_EXE;33;Análisis S.;;;MUMBAI;CFR;1015814;2022-11-24;Cerrada;2022-11-22 00:00:00;2022-11-27 00:00:00;Air;199.940000
OV;13798;2022-10-20;GEL 2022 00071;;32001504-9C;Km 11.5 Carretera Al Puerto de La Libertad , Parque Industrial El Progreso Bodega B, Santa Tecla;La Libertad;USD;30 days NO USAR;;IVA_EXE;37;Análisis S.;;;EL SALVADOR;FCA;1015776;2022-11-14;Cerrada;2022-12-15 00:00:00;2022-12-29 00:00:00;Marítimo;
OV;13905;2022-11-7;GEL 1003560;;32001502-2C;KM. 12,5 CARRETERA AL PUERTO DE LA LIBERTAD NUEVO CUSCATLAN EL SALVADOR CENTTRO AMERICA;El Salvador;USD;60 días Fecha Factura;;IVA_EXE;37;Análisis S.;;;EL SALVADOR;CIF;1015905;2022-12-16;Cerrada;2022-12-16 00:00:00;2023-01-06 00:00:00;Marítimo;
OV;13918;2022-11-8;GEL 568;;36004712-1C;KOSB Melek Aras Bulvari No:54, P. Code 34956 Tuzla;Istanbul;EUR;Payment in Advance;;IVA_EXE;26;Análisis S.;;;TURKIA;FCA;1015956;2022-12-30;Cerrada;;;Sea;
OV;13926;2022-11-8;GEL 50418150;;32001103-5C;Pavas, del Liceo de Pavas 200 Oeste y 100 Norte P.O.Box 1035-1200, San José;San José;USD;90 días Fecha Factura;;IVA_EXE;37;Análisis S.;;;SAN JOSE;FOB;1015835;2022-11-29;Cerrada;;;Marítimo;
OV;13927;2022-11-8;GEL 2135;;32001006-3C;Autopista Medellin Km 5,7 costado sur Bg 1, Tenjo,  NIT(Tax ID) 830.027.231.-3;Tenjo;USD;90 days Invoice Date;;IVA_EXE;37;Análisis S.;;;CARTAGENA;FCA;1016063;2023-1-31;Cerrada;2022-12-04 00:00:00;;Marítimo;
OV;13930;2022-11-8;GEL 391;;35000803-9C;Room 1201, 12th Floor,Building 2,1126-LI-AN ROAD, Minhang District,SHANGHAI 201199;SHANGHAI 201199  USCC  913101126762546417;USD;90 days Invoice Date;;IVA_EXE;33;Análisis S.;;;SHANGHAI;CIF;1015847;2022-11-30;Cerrada;2022-12-16 00:00:00;2023-01-14 00:00:00;Sea;
OV;13990;2022-11-18;GEL 018;;32001003-9C;Carrera 48 C # 100 Sur 72 -La Estrella - Atioquia;Atioquia;USD;30 días Fecha Factura;;IVA_EXE;37;Análisis S.;;;ANTIOQUIA;FCA;1015800;2022-11-22;Cerrada;2022-12-03 00:00:00;2022-12-18 00:00:00;Marítimo;
OV;14005;2022-11-22;GEL 1256909;;36504502-KC;PO Box 11 Bonnievale 6730, South Africa;Bonnievale;USD;90 days and 10th of the following month NO USAR;;IVA_EXE;26;Análisis S.;;;;CFR;1016038;2023-1-24;Cerrada;2023-01-27 00:00:00;2023-03-30 00:00:00;Sea;1.000000
OV;14033;2022-11-24;GEL 243343;;34501624-4C;9307 E. 56th St;Indianapolis;USD;30 days NO USAR;;IVA_EXE;3;Análisis S.;;;USA;FCA;1015993;2023-1-13;Cerrada;2023-01-10 00:00:00;2023-01-17 00:00:00;Air;
OV;14084;2022-11-30;GEL 2031;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;USD;90 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;ITAJAI;FCA;1015982;2023-1-10;Cerrada;2023-01-31 00:00:00;2023-02-15 00:00:00;Terrestre;
OV;14122;2022-12-6;GEL 2358;;32000207-9C;Lavalle 1125 Piso 11 (1048) Buenos Aires;Buenos Aires;USD;30 dias Fecha CRT;;IVA_EXE;1;Análisis S.;;;BUENOS AIRES;FCA;1015941;2022-12-26;Cerrada;;;Terrestre;
OV;14159;2022-12-12;GEL 9862;;32001104-3C;7 Km al oeste del Aeropuerto Internacional Juan Santa Maria a Provincia de Alajuela;Alajuela;USD;60 días Fecha Factura;;IVA_EXE;37;Análisis S.;;;COSTA RICA;CIF;1015903;2022-12-16;Cerrada;;;Aéreo;
OV;14187;2022-12-15;GEL 395;;35000803-9C;Room 1201, 12th Floor,Building 2,1126-LI-AN ROAD, Minhang District,SHANGHAI 201199;SHANGHAI 201199  USCC  913101126762546417;USD;60 days Invoice Date;;IVA_EXE;33;Análisis S.;;;SHANGHAI;CIF;1016057;2023-1-27;Cerrada;2023-02-04 00:00:00;2023-03-05 00:00:00;Sea;
OV;14195;2022-12-16;GEL 9886;;32001104-3C;7 Km al oeste del Aeropuerto Internacional Juan Santa Maria a Provincia de Alajuela;Alajuela;USD;60 días Fecha Factura;;IVA_EXE;37;Análisis S.;;;COSTA RICA;CIF;1015988;2023-1-11;Cerrada;2023-01-28 00:00:00;2023-03-02 00:00:00;Marítimo;
OV;14197;2022-12-16;GEL 29;;32002808-6C;Av. el Derby Nro. 250 Dpto. 1101 Int. 11 (Edificio Capital Derby - Piso 11) - Santiago de Surco;Lima;USD;60 days Invoice Date;;IVA_EXE;38;Análisis S.;;;CALLAO;FCA;1016050;2023-1-26;Cerrada;2023-02-11 00:00:00;2023-02-17 00:00:00;Marítimo;
OV;14198;2022-12-16;GEL 257822;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;USD;90 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;ITAJAI;FCA;1016007;2023-1-18;Cerrada;2023-02-02 00:00:00;2023-02-17 00:00:00;Terrestre;
OV;14202;2022-12-16;GEL 9 22;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;USD;90 days from BL Date;;IVA_EXE;38;Análisis S.;;;GUAYAQUIL;FOB;1016035;2023-1-24;Cerrada;2023-02-04 00:00:00;2023-02-11 00:00:00;Marítimo;
OV;14220;2022-12-20;GEL 632;;33002405-4C;Darwin, No. 68, Despacho 1301, Col.Anzures C.P. 11590;Ciudad de México;USD;60 días Fecha Factura;;IVA_EXE;8;Análisis S.;;;MANZANILLO;CIF;1015963;2022-12-30;Cerrada;2022-12-31 00:00:00;2023-01-14 00:00:00;Marítimo;3256.000000
OV;14235;2022-12-21;GEL 2612;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;USD;90 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;SAN BORJA;FCA;1016169;2023-3-8;Cerrada;2023-05-03 00:00:00;2023-05-18 00:00:00;Terrestre;
OV;14237;2022-12-21;GEL 2614;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;USD;90 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;SAN BORJA;FCA;1016233;2023-3-24;Cerrada;2023-04-24 00:00:00;2023-05-08 00:00:00;Terrestre;
OV;14254;2022-12-22;GEL 579;;36001968-3C;30 RUE DES JACQUINS 89150 JOUY;Jouy;EUR;30 days Invoice Date;;IVA_EXE;26;Análisis S.;;;FRANCE;DDP;1015939;2022-12-27;Cerrada;;;Air;
OV;14262;2022-12-23;GEL 56627;;35001206-0;Block 1, Lot 10, Mountview Industrial Complex, Bancal Carmona Cavite 4116 Philippines;Philippines;USD;Cash Against Documents;;IVA_EXE;33;Análisis S.;;;FILIPINAS;FCA;1016460;2023-5-26;Cerrada;2023-06-02 00:00:00;2023-06-04 00:00:00;Air;
OV;14262;2022-12-23;GEL 56627;;35001206-0;Block 1, Lot 10, Mountview Industrial Complex, Bancal Carmona Cavite 4116 Philippines;Philippines;USD;Cash Against Documents;;IVA_EXE;33;Análisis S.;;;FILIPINAS;FCA;1016462;2023-5-26;Cerrada;2023-06-02 00:00:00;2023-06-04 00:00:00;Sea;
OV;14270;2022-12-26;GEL 576;;36501206-7C;Smouha Industerial Zone, Beside 14th of May Bridge, Alexandria, Egypt;Alexandria;USD;30 days NO USAR;;IVA_EXE;26;Análisis S.;;;EGYPT;DAP;1016031;2023-1-23;Cerrada;2023-01-24 00:00:00;2023-01-31 00:00:00;Air;
OV;14289;2022-12-28;GEL 241956;;34501624-4C;9307 E. 56th St;Indianapolis;USD;30 days NO USAR;;IVA_EXE;3;Análisis S.;;;USA;FOB;1016433;2023-5-17;Cerrada;2023-05-25 00:00:00;2023-06-24 00:00:00;Sea;
OV;14355;2023-1-11;GEL 4502161587;;34501629-5C;Four New Century Parkway, New Century, Kansas  66031;Kansas;USD;45 days Invoice Date;;IVA_EXE;1;Análisis S.;;;USA;FOB;1016122;2023-2-21;Cerrada;2023-02-25 00:00:00;2023-04-04 00:00:00;Sea;
OV;14391;2023-1-17;GEL 273788-01;;34501619-8C;2100 Airport Road Waukesha, WI 53188;Wisconsin;USD;90 days Invoice Date;;IVA_EXE;3;Análisis S.;;;;DAP;1016183;2023-3-14;Cerrada;2023-03-17 00:00:00;2023-03-19 00:00:00;Aéreo;
OV;14462;2023-1-25;GEL 25 23;;35003502-8C;95/4 Industrial Zone, Kindelpitiya, Millewa, Horana;Horana;USD;Cash Against Documents;;IVA_EXE;33;Análisis S.;;;COLOMBO;CIF;1016109;2023-2-17;Cerrada;2023-03-15 00:00:00;2023-05-11 00:00:00;Sea;820.000000
OV;14504;2023-1-31;GEL 0000154I23;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;USD;90 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;ITAJAI;FCA;1016505;2023-6-9;Cerrada;2023-06-26 00:00:00;2023-07-11 00:00:00;Terrestre;
OV;14515;2023-2-1;GEL 2723;;36001610-2C;Polígono Industrial As Gándaras S/N 36418 Porriño (Pontevedra);Porriño (Pontevedra);EUR;30 dias Fecha BL;;IVA_EXE;1;Análisis S.;;;ESPAÑA;CIF;1016149;2023-2-28;Cerrada;2023-04-07 00:00:00;2023-05-14 00:00:00;Marítimo;
OV;14544;2023-2-8;GEL 586;;35001703-8C;1 Haofe St. Hasharon Ind. Park, 6092000 P.O. Box 5058,Kadima;Kadima;USD;TT IN ADVANCE NO USAR;;IVA_EXE;26;Análisis S.;;;ISRAEL;DAP;1016157;2023-3-3;Cerrada;2023-03-03 00:00:00;2023-03-08 00:00:00;DHL;1.000000
OV;14549;2023-2-8;GEL 588;;35001705-4C;17 Shaked Street, Industrial Park Hevel Modiin 73199;Hevel;USD;60 days NO USAR;;IVA_EXE;26;Análisis S.;;;ASHDOD;CIF;1016165;2023-3-7;Cerrada;2023-03-12 00:00:00;2023-04-24 00:00:00;Sea;4948.000000
OV;14557;2023-2-8;GEL 738421;;32000206-0C;Moreno 877 piso 14;Buenos Aires;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;EXW;1016199;2023-3-15;Cerrada;2023-05-03 00:00:00;2023-05-10 00:00:00;Terrestre;
OV;14559;2023-2-9;GEL 4501590030;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;USD;120 Días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FCA;1016607;2023-7-10;Cerrada;;;Terrestre;
OV;14576;2023-2-13;GEL 45 12428;;36001955-1C;ZONE DE MENEZ BRAS 29870 LANNILIS;Lannilis;EUR;PREPAYMENT NO USAR;;IVA_EXE;26;Análisis S.;;;LLANILIS;DDP;1016313;2023-4-13;Cerrada;2023-04-13 00:00:00;2023-04-24 00:00:00;Air;
OV;14677;2023-2-28;GEL 18986;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;USD;60 days Invoice Date;;IVA_EXE;3;Análisis S.;;;SAN BERNARDO;FCA;1016350;2023-4-21;Cerrada;2023-04-27 00:00:00;2023-05-04 00:00:00;Terrestre;
OV;14690;2023-2-28;GEL 166428;;34501624-4C;9307 E. 56th St;Indianapolis;USD;30 days NO USAR;;IVA_EXE;3;Análisis S.;;;USA;FOB;1016536;2023-6-15;Cerrada;;;Sea;
OV;14693;2023-2-28;GEL 166431;;34501624-4C;9307 E. 56th St;Indianapolis;USD;30 days NO USAR;;IVA_EXE;3;Análisis S.;;;USA;FOB;1016774;2023-9-6;Cerrada;2023-09-15 00:00:00;2023-10-14 00:00:00;Sea;
OV;14718;2023-3-6;GEL 2 23;;32002805-1C;Calle Catalina Huanca 140;Lima 27;USD;30 days Invoice Date;;IVA_EXE;33;Análisis S.;;;OSAKA;CFR;1016575;2023-6-28;Cerrada;;;Marítimo;
OV;14723;2023-3-6;GEL 20230303;;32000208-7C;Einstein 739, (1619);Buenos Aires;USD;30 dias Fecha BL;;IVA_EXE;1;Análisis S.;;;BUENSO AIRES;EXW;1016209;2023-3-20;Cerrada;2023-03-30 00:00:00;2023-04-03 00:00:00;Terrestre;
OV;14750;2023-3-8;GEL 1;;33002413-5C;Melchor Ocampo No. 330, Interior PH, Colonia Cuauhtémoc, C.P. 06500, Alcaldía Cuauhtémoc;Ciudad de México;USD;120 days Invoice Date;;IVA_EXE;8;Análisis S.;;;MANZANILLO;CIF;1016198;2023-3-15;Abierta;2023-03-26 00:00:00;2023-04-07 00:00:00;Marítimo;
OV;14750;2023-3-8;GEL 1;;33002413-5C;Melchor Ocampo No. 330, Interior PH, Colonia Cuauhtémoc, C.P. 06500, Alcaldía Cuauhtémoc;Ciudad de México;USD;120 days Invoice Date;;IVA_EXE;8;Análisis S.;;;MANZANILLO;CIF;1016365;2023-4-26;Abierta;2023-03-26 00:00:00;2023-04-07 00:00:00;Marítimo;
OV;14752;2023-3-8;GEL 663;;33002413-5C;Melchor Ocampo No. 330, Interior PH, Colonia Cuauhtémoc, C.P. 06500, Alcaldía Cuauhtémoc;Ciudad de México;USD;120 days Invoice Date;;IVA_EXE;8;Análisis S.;;;MANZANILLO;CIF;1016379;2023-4-28;Cerrada;2023-04-12 00:00:00;2023-05-05 00:00:00;Marítimo;
OV;14771;2023-4-15;GEL 4517722000 50;;33002401-1C;Ernesto Pugibet 2 Industrial Xalostoc Ecatepec de Morelos MEX MX 55348 SAC920117AFA;ECATEPEC de MORELOS;USD;120 Días Fecha Factura;;IVA_EXE;8;Análisis S.;;;MANZANILLO;CIF;1016331;2023-4-18;Cerrada;2023-04-25 00:00:00;2023-05-05 00:00:00;Marítimo;
OV;14774;2023-3-13;GEL 569;;35001901-4C;137, King Abdullah II Street, Masannat Plaza Building, 2nd Floor Amman 11196;Jordan;USD;90 days Invoice Date;;IVA_EXE;26;Análisis S.;;;jordan;EXW;1016187;2023-3-14;Cerrada;2023-04-06 00:00:00;2023-04-11 00:00:00;DHL;
OV;14778;2023-3-14;GEL 591;;35004100-1C;Fargona yuli 23 str., house N° 31, 100005, Tashkent City;Tashkent;USD;60 days Invoice Date;;IVA_EXE;26;Análisis S.;;;TASHKENT;DAP;1016234;2023-3-24;Cerrada;2023-03-24 00:00:00;2023-03-29 00:00:00;DHL;500.000000
OV;14813;2023-3-16;GEL 672;;33002413-5C;Melchor Ocampo No. 330, Interior PH, Colonia Cuauhtémoc, C.P. 06500, Alcaldía Cuauhtémoc;Ciudad de México;USD;120 days Invoice Date;;IVA_EXE;8;Análisis S.;;;manzanillo;CIF;1016366;2023-4-26;Cerrada;2023-04-25 00:00:00;2023-05-05 00:00:00;Marítimo;
OV;14814;2023-3-16;GEL 665;;33002413-5C;Melchor Ocampo No. 330, Interior PH, Colonia Cuauhtémoc, C.P. 06500, Alcaldía Cuauhtémoc;Ciudad de México;USD;120 days Invoice Date;;IVA_EXE;8;Análisis S.;;;manzanillo;CIF;1016429;2023-5-17;Cerrada;2023-05-29 00:00:00;2023-06-13 00:00:00;Marítimo;
